Wall time,Step,Value
1573168918.6227798,0,0.8070034980773926
1573168933.2320786,1,0.9391401410102844
1573168947.9308949,2,0.953048825263977
1573168962.5846927,3,0.9635823965072632
1573168977.2027795,4,0.9693909287452698
1573168992.0668893,5,0.9719326496124268
1573169006.823108,6,0.9739910364151001
1573169021.5632243,7,0.9753327369689941
1573169036.3277326,8,0.9765411019325256
1573169051.0425084,9,0.9772410988807678
1573169065.7344997,10,0.9776744246482849
1573169080.3802724,11,0.9781160950660706
1573169094.9938934,12,0.9790911674499512
1573169110.1087935,13,0.9795244932174683
1573169124.7875583,14,0.9806745052337646
1573169139.569477,15,0.9806745052337646
1573169154.2163541,16,0.9808161854743958
1573169168.932168,17,0.981099545955658
1573169183.5773542,18,0.981491208076477
1573169198.273736,19,0.9813328385353088
1573169212.9728708,20,0.9816328883171082
1573169227.7004743,21,0.9823161959648132
1573169242.3595574,22,0.9822078943252563
1573169257.0571477,23,0.9825078845024109
1573169271.7305741,24,0.9828912615776062
1573169286.5833073,25,0.9824912548065186
1573169301.2858684,26,0.9830662608146667
1573169316.003355,27,0.9831412434577942
1573169330.6986718,28,0.9835495948791504
1573169345.4272835,29,0.9833745956420898
1573169360.069566,30,0.9831079244613647
1573169374.8786514,31,0.9831162691116333
1573169389.630305,32,0.9844996333122253
1573169404.577526,33,0.9841246008872986
1573169419.3221743,34,0.9838162660598755
1573169434.021714,35,0.9838079214096069
1573169448.7000525,36,0.9840496182441711
1573169463.5657887,37,0.9845829606056213
1573169478.3237474,38,0.9831745624542236
1573169493.0754828,39,0.9846329689025879
1573169507.711421,40,0.985066294670105
1573169523.4997194,41,0.9848412871360779
1573169538.2269485,42,0.9842495918273926
1573169553.0550485,43,0.9843579530715942
1573169567.7602592,44,0.9852163195610046
1573169582.594191,45,0.9843912720680237
1573169597.3375192,46,0.9841246008872986
1573169612.0799534,47,0.985357940196991
1573169626.7946515,48,0.9848412871360779
1573169641.5862052,49,0.9840829372406006
1573169656.337478,50,0.9847829341888428
1573169671.082703,51,0.9845579266548157
1573169686.0590687,52,0.9840579628944397
1573169701.0874135,53,0.984774649143219
1573169716.0495846,54,0.9849162697792053
1573169730.80276,55,0.9845829606056213
1573169745.790426,56,0.9847579598426819
1573169760.487376,57,0.9851996302604675
1573169775.3388774,58,0.9850579500198364
1573169790.2265174,59,0.984857976436615
1573169804.9562511,60,0.984941303730011
1573169819.8349695,61,0.9852663278579712
1573169834.5451162,62,0.9845995903015137
1573169849.36152,63,0.9845329523086548
1573169864.2352846,64,0.9853246212005615
1573169879.1645708,65,0.985066294670105
1573169894.0648813,66,0.9849995970726013
1573169908.909158,67,0.9846662878990173
1573169923.741298,68,0.9848912954330444
1573169938.694521,69,0.9852996468544006
1573169953.5867543,70,0.9849079847335815
1573169968.5255852,71,0.985232949256897
1573169983.4927676,72,0.9854329824447632
1573169998.3748128,73,0.9847496151924133
1573170013.1032221,74,0.9845496416091919
1573170027.9168987,75,0.9850329756736755
1573170042.6461344,76,0.9852579832077026
1573170057.8508604,77,0.9855663180351257
1573170072.7872458,78,0.9849913120269775
1573170087.6316006,79,0.9845412969589233
1573170104.0153162,80,0.9849496483802795
1573170118.838975,81,0.9849246144294739
1573170133.6247444,82,0.9849746227264404
1573170148.5388439,83,0.9847496151924133
1573170163.5456085,84,0.985149621963501
1573170178.4431458,85,0.9858413338661194
1573170193.2225547,86,0.9855246543884277
1573170208.0308104,87,0.9854996204376221
1573170223.1310027,88,0.9844996333122253
1573170238.0814977,89,0.9850579500198364
1573170252.8755887,90,0.9853996634483337
1573170268.1408558,91,0.9857413172721863
1573170282.9624507,92,0.9848662614822388
1573170297.8683953,93,0.9850079417228699
1573170312.8140829,94,0.9845746159553528
1573170327.696093,95,0.9851746559143066
1573170342.5550966,96,0.9858079552650452
1573170357.6553738,97,0.985024631023407
1573170372.4411247,98,0.9858329892158508
1573170387.5105712,99,0.9857079982757568
