Wall time,Step,Value
1573166750.6290097,0,0.3935829997062683
1573166762.5496862,1,0.15973132848739624
1573166774.2692773,2,0.11946108192205429
1573166785.686119,3,0.10894826799631119
1573166797.003499,4,0.10127142071723938
1573166814.9282525,5,0.0903783068060875
1573166839.3516178,6,0.08679856359958649
1573166850.755795,7,0.07971125096082687
1573166861.9594872,8,0.0779350996017456
1573166873.0610082,9,0.07612309604883194
1573166884.2710047,10,0.07360462844371796
1573166896.8147626,11,0.07148445397615433
1573166907.9625096,12,0.06865750998258591
1573166919.0660107,13,0.06599722057580948
1573166930.2606652,14,0.06518261134624481
1573166941.5404336,15,0.06200704351067543
1573166952.678068,16,0.061441268771886826
1573166963.8165448,17,0.06155169755220413
1573166975.1043372,18,0.06037641316652298
1573166986.1742532,19,0.058712441474199295
1573166997.4140782,20,0.059627383947372437
1573167008.5939624,21,0.05845973640680313
1573167019.6509051,22,0.054905980825424194
1573167030.7913964,23,0.055084362626075745
1573167042.053898,24,0.05506487190723419
1573167055.545158,25,0.05425640940666199
1573167066.6546862,26,0.051321204751729965
1573167077.8714573,27,0.05497279763221741
1573167089.0798907,28,0.05561259016394615
1573167100.218453,29,0.052277836948633194
1573167111.3350103,30,0.052707359194755554
1573167122.5722857,31,0.051940687000751495
1573167133.6748557,32,0.04818430542945862
1573167144.779809,33,0.051697202026844025
1573167156.060357,34,0.049890387803316116
1573167167.2483425,35,0.049178943037986755
1573167178.490095,36,0.05011272802948952
1573167189.6014423,37,0.04811147227883339
1573167200.6973438,38,0.04897399619221687
1573167211.908654,39,0.04908616840839386
1573167223.1288035,40,0.04941842705011368
1573167234.3671072,41,0.04603494703769684
1573167245.6541507,42,0.04781341180205345
1573167256.7914631,43,0.04829789325594902
1573167268.0265925,44,0.049310747534036636
1573167279.2323906,45,0.04532821103930473
1573167290.3963492,46,0.04888104274868965
1573167301.635976,47,0.04662032797932625
1573167312.7576897,48,0.05013507977128029
1573167323.8123727,49,0.045673590153455734
1573167335.0902493,50,0.04714713245630264
1573167346.2644942,51,0.04626329243183136
1573167357.5106244,52,0.04798450693488121
1573167368.6654108,53,0.04941524937748909
1573167379.8215644,54,0.04259338602423668
1573167391.0566907,55,0.04212474822998047
1573167402.2761598,56,0.04639503359794617
1573167413.4648907,57,0.044370800256729126
1573167424.7192805,58,0.04554177075624466
1573167435.8626354,59,0.04486255347728729
1573167447.0616775,60,0.04468081519007683
1573167458.2865202,61,0.0431574285030365
1573167469.5031037,62,0.045278482139110565
1573167480.7974656,63,0.04309818521142006
1573167491.884095,64,0.04397699609398842
1573167502.954991,65,0.04659522324800491
1573167514.2908695,66,0.04797137901186943
1573167525.4573681,67,0.04909582436084747
1573167536.6664553,68,0.0460742712020874
1573167547.9412186,69,0.04300481453537941
1573167559.129013,70,0.04084286093711853
1573167570.506958,71,0.04286767542362213
1573167581.8313851,72,0.045155446976423264
1573167592.8839786,73,0.042184844613075256
1573167604.122602,74,0.04171839356422424
1573167615.187428,75,0.04205961525440216
1573167626.4263248,76,0.04395121708512306
1573167637.5818365,77,0.04348408803343773
1573167648.7705538,78,0.04178842157125473
1573167660.0258732,79,0.04236418381333351
1573167671.1635835,80,0.0442960225045681
1573167682.3851936,81,0.04087377339601517
1573167693.6566226,82,0.04174267500638962
1573167704.932055,83,0.043170008808374405
1573167716.535706,84,0.040964748710393906
1573167727.7826688,85,0.04471765086054802
1573167738.9628725,86,0.04489768296480179
1573167750.2686446,87,0.041619718074798584
1573167761.4564202,88,0.044280700385570526
1573167772.5408866,89,0.041922565549612045
1573167783.7835903,90,0.04239032790064812
1573167795.0353124,91,0.043743718415498734
1573167806.2803602,92,0.04486510530114174
1573167817.4411118,93,0.043248243629932404
1573167828.7297378,94,0.04114530608057976
1573167839.969845,95,0.04457639530301094
1573167851.0444167,96,0.0422421358525753
1573167862.1243713,97,0.04504522681236267
1573167873.3292916,98,0.04344966635107994
1573167884.5351658,99,0.041450150310993195
