Wall time,Step,Value
1573593770.5684566,0,0.6964918375015259
1573593777.013192,1,0.6905084848403931
1573593784.2716076,2,0.6893718242645264
1573593791.9531295,3,0.6887505650520325
1573593799.0980175,4,0.6882115602493286
1573593805.5939894,5,0.6876813173294067
1573593812.3931043,6,0.6871531009674072
1573593818.7837217,7,0.6866251826286316
1573593825.28044,8,0.6860896944999695
1573593832.0984116,9,0.6855544447898865
1573593838.4217472,10,0.6850115060806274
1573593845.388785,11,0.6844654083251953
1573593851.9722354,12,0.6839011907577515
1573593858.5010972,13,0.6833159327507019
1573593864.8928845,14,0.6827188730239868
1573593874.4939017,15,0.6820821762084961
1573593886.6722505,16,0.681421160697937
1573593896.4896116,17,0.680751383304596
1573593906.5669813,18,0.6800459623336792
1573593916.3695586,19,0.6792954206466675
1573593927.8953402,20,0.6785035133361816
1573593937.5784748,21,0.6776362061500549
1573593947.2991073,22,0.6766502261161804
1573593957.0225646,23,0.6755648255348206
1573593966.6809812,24,0.6743887066841125
1573593976.6547282,25,0.6731524467468262
1573593985.832518,26,0.6717795729637146
1573593995.161592,27,0.6703695058822632
1573594004.6350808,28,0.6689898371696472
1573594013.673249,29,0.6676135063171387
1573594023.2434678,30,0.6661887764930725
1573594032.819542,31,0.6646812558174133
1573594042.0821764,32,0.663093626499176
1573594051.3596513,33,0.6614055633544922
1573594060.6739435,34,0.6596033573150635
1573594070.3218524,35,0.6576780676841736
1573594079.603137,36,0.6556558609008789
1573594090.6327727,37,0.6534793972969055
1573594100.1608484,38,0.6511722803115845
1573594109.1192586,39,0.64869225025177
1573594118.6833546,40,0.6460444331169128
1573594127.8392897,41,0.6432142853736877
1573594137.235384,42,0.6401825547218323
1573594146.6322885,43,0.6369051337242126
1573594155.668975,44,0.6333587765693665
1573594166.905622,45,0.6295852661132812
1573594175.9951546,46,0.6254755258560181
1573594185.6050959,47,0.6209984421730042
1573594194.8624256,48,0.6161226034164429
1573594204.1231747,49,0.6109030842781067
1573594213.632717,50,0.6052475571632385
1573594222.7358315,51,0.5990596413612366
1573594232.0371675,52,0.5922989845275879
1573594241.225447,53,0.5850155353546143
1573594250.7852106,54,0.577063262462616
1573594260.1469555,55,0.568524956703186
1573594269.3931248,56,0.5591738820075989
1573594278.9565642,57,0.5490847229957581
1573594287.804576,58,0.5383074283599854
1573594297.0504837,59,0.5266230702400208
1573594306.573874,60,0.514232337474823
1573594315.5771086,61,0.5009862184524536
1573594325.012594,62,0.486985981464386
1573594334.166511,63,0.47243520617485046
1573594343.4217203,64,0.45727500319480896
1573594352.6916077,65,0.4416631758213043
1573594362.1116526,66,0.4258436858654022
1573594371.4772952,67,0.4098760485649109
1573594380.8047557,68,0.39391666650772095
1573594390.3604596,69,0.3781721591949463
1573594401.0619287,70,0.3628195524215698
1573594410.242329,71,0.3479221761226654
1573594419.5786824,72,0.33354854583740234
1573594428.6015153,73,0.31984013319015503
1573594437.794016,74,0.3067202866077423
1573594446.8828719,75,0.2942758798599243
1573594456.3240323,76,0.28243210911750793
1573594465.3725202,77,0.2714322805404663
1573594474.5679712,78,0.2607651352882385
1573594483.914342,79,0.2509712874889374
1573594493.0267148,80,0.24158424139022827
1573594502.3456252,81,0.232808455824852
1573594511.8234844,82,0.22440923750400543
1573594521.1699722,83,0.21671074628829956
1573594530.46485,84,0.20923954248428345
1573594539.8076994,85,0.20242388546466827
1573594549.179541,86,0.19588561356067657
1573594558.2580743,87,0.1897382140159607
1573594567.6808436,88,0.1841006875038147
1573594576.840547,89,0.17859864234924316
1573594586.1502435,90,0.1735476553440094
1573594595.333626,91,0.16867537796497345
1573594604.5174139,92,0.16429641842842102
1573594613.9965203,93,0.15990248322486877
1573594623.147573,94,0.1559833586215973
1573594632.7084188,95,0.15208308398723602
1573594643.4501548,96,0.14853499829769135
1573594652.6249037,97,0.14500972628593445
1573594662.0779512,98,0.14182357490062714
1573594671.1669521,99,0.138788104057312
