Wall time,Step,Value
1573167901.3992763,0,0.5078293681144714
1573167911.331822,1,0.5633140802383423
1573167921.2723138,2,0.588706374168396
1573167931.3277638,3,0.6034983992576599
1573167941.4648118,4,0.6166821122169495
1573167951.496387,5,0.6256322860717773
1573167961.4813578,6,0.6323991417884827
1573167971.462498,7,0.637082576751709
1573167981.4186358,8,0.6440494060516357
1573167991.4758914,9,0.6488412022590637
1573168001.4027982,10,0.6547496914863586
1573168011.3050404,11,0.6610581874847412
1573168021.303218,12,0.6663916707038879
1573168031.2534788,13,0.6693834066390991
1573168041.216913,14,0.671908438205719
1573168051.1865785,15,0.6821004152297974
1573168061.1843517,16,0.6926089525222778
1573168071.0712776,17,0.7016175389289856
1573168081.148818,18,0.7105177640914917
1573168091.082162,19,0.7198179960250854
1573168101.0507739,20,0.7296182513237
1573168111.1530166,21,0.7397934794425964
1573168121.2033336,22,0.7493270635604858
1573168131.2234473,23,0.7603106498718262
1573168141.3152564,24,0.7715693116188049
1573168151.263813,25,0.7818028926849365
1573168161.1943862,26,0.7921947836875916
1573168171.2592642,27,0.8031867742538452
1573168181.2943556,28,0.811703622341156
1573168191.2597563,29,0.8203955292701721
1573168201.3779948,30,0.8292957544326782
1573168211.3505788,31,0.8366959095001221
1573168221.3005526,32,0.8437711000442505
1573168231.373268,33,0.8502962589263916
1573168241.4094741,34,0.8566880822181702
1573168251.4430566,35,0.8631049394607544
1573168261.5440993,36,0.8700717687606812
1573168271.4788435,37,0.8770802617073059
1573168281.467482,38,0.8841637969017029
1573168291.7036147,39,0.8916556239128113
1573168301.7545307,40,0.8979724645614624
1573168311.7595735,41,0.904780924320221
1573168321.8456147,42,0.910706102848053
1573168331.8249137,43,0.9165895581245422
1573168341.7940502,44,0.922048032283783
1573168351.8578985,45,0.9274731874465942
1573168361.9162538,46,0.9311232566833496
1573168371.9216924,47,0.9345983862876892
1573168382.016513,48,0.9385734796524048
1573168392.0042713,49,0.9407235383987427
1573168401.9822392,50,0.9434235692024231
1573168412.0557883,51,0.9454653263092041
1573168422.12918,52,0.9474403262138367
1573168432.1230824,53,0.948998749256134
1573168442.2340143,54,0.9510237574577332
1573168452.1983752,55,0.9527321457862854
1573168462.133073,56,0.9538488388061523
1573168472.2053416,57,0.9551239013671875
1573168482.1825464,58,0.9560072422027588
1573168492.0929508,59,0.9570322632789612
1573168502.2890575,60,0.9579823017120361
1573168512.2037823,61,0.9589656591415405
1573168522.1998909,62,0.9597156643867493
1573168532.2546232,63,0.9607656598091125
1573168542.3044872,64,0.9613656997680664
1573168552.2199721,65,0.9622073769569397
1573168562.2922955,66,0.9628240466117859
1573168572.1415055,67,0.9635823965072632
1573168582.0773604,68,0.9643241167068481
1573168594.3160872,69,0.9647324681282043
1573168604.287492,70,0.9653074741363525
1573168614.9442763,71,0.9659324884414673
1573168625.0328817,72,0.96659916639328
1573168634.9505506,73,0.9672491550445557
1573168644.8422976,74,0.9676158428192139
1573168654.8917947,75,0.9680825471878052
1573168664.9270842,76,0.9684325456619263
1573168674.8493896,77,0.9689491987228394
1573168684.881773,78,0.9692158699035645
1573168694.8416893,79,0.9696492552757263
1573168704.825433,80,0.9697909355163574
1573168714.8397372,81,0.970215916633606
1573168724.7992802,82,0.9705992937088013
1573168734.831396,83,0.9710075855255127
1573168744.8544655,84,0.9713242650032043
1573168754.7766047,85,0.9715659618377686
1573168764.6798298,86,0.9717742800712585
1573168774.7014887,87,0.9721326231956482
1573168784.72213,88,0.9724326729774475
1573168794.7217839,89,0.9726409912109375
1573168804.7835982,90,0.973024308681488
1573168814.7244308,91,0.9731826782226562
1573168824.6481535,92,0.9735243320465088
1573168834.7029727,93,0.9737409949302673
1573168844.9087179,94,0.9740076661109924
1573168854.8128233,95,0.9742826819419861
1573168864.815995,96,0.9745160341262817
1573168874.80991,97,0.9746577143669128
1573168884.7320395,98,0.9748993515968323
1573168894.7680573,99,0.975149393081665
