Wall time,Step,Value
1573593770.5684566,0,0.4998507499694824
1573593777.013192,1,0.5353432893753052
1573593784.2716076,2,0.5620298385620117
1573593791.9531295,3,0.5693134069442749
1573593799.0980175,4,0.5730895400047302
1573593805.5939894,5,0.5757164359092712
1573593812.4087949,6,0.5802984833717346
1573593818.7993734,7,0.5830149054527283
1573593825.28044,8,0.5884627103805542
1573593832.0984116,9,0.5902985334396362
1573593838.4217472,10,0.5944775938987732
1573593845.388785,11,0.5978657007217407
1573593851.9722354,12,0.6027164459228516
1573593858.5010972,13,0.6067761182785034
1573593864.8928845,14,0.6092388033866882
1573593874.4939017,15,0.6139551997184753
1573593886.6722505,16,0.6198357939720154
1573593896.4896116,17,0.6242387890815735
1573593906.5669813,18,0.6293582320213318
1573593916.3695586,19,0.6350895762443542
1573593927.8953402,20,0.6392388343811035
1573593937.5804942,21,0.6442686319351196
1573593947.2991073,22,0.6494776010513306
1573593957.0225646,23,0.6602537035942078
1573593966.6809812,24,0.6685373187065125
1573593976.6547282,25,0.6788955330848694
1573593985.832518,26,0.6846567392349243
1573593995.161592,27,0.6923880577087402
1573594004.6350808,28,0.6997163891792297
1573594013.673249,29,0.7054775953292847
1573594023.2434678,30,0.7115373015403748
1573594032.819542,31,0.7164477705955505
1573594042.0821764,32,0.7208656668663025
1573594051.3596513,33,0.727268636226654
1573594060.6739435,34,0.732656717300415
1573594070.3218524,35,0.7354776263237
1573594079.603137,36,0.7436566948890686
1573594090.6327727,37,0.7483134269714355
1573594100.1608484,38,0.7536119222640991
1573594109.1192586,39,0.7587164044380188
1573594118.6833546,40,0.7640447616577148
1573594127.8392897,41,0.7709701657295227
1573594137.235384,42,0.7777612209320068
1573594146.6322885,43,0.7830298542976379
1573594155.668975,44,0.7868358492851257
1573594166.905622,45,0.7959402799606323
1573594175.9951546,46,0.8009850978851318
1573594185.6050959,47,0.8066865801811218
1573594194.8624256,48,0.8131194114685059
1573594204.1231747,49,0.8172388076782227
1573594213.632717,50,0.8245223760604858
1573594222.7358315,51,0.8300895690917969
1573594232.0371675,52,0.8353880643844604
1573594241.225447,53,0.8397910594940186
1573594250.7852106,54,0.8447611927986145
1573594260.1469555,55,0.8502835631370544
1573594269.3931248,56,0.8541194200515747
1573594278.9565642,57,0.858820915222168
1573594287.804576,58,0.861701488494873
1573594297.0504837,59,0.8660597205162048
1573594306.573874,60,0.8688507676124573
1573594315.5771086,61,0.8720746040344238
1573594325.012594,62,0.8743432760238647
1573594334.166511,63,0.877447783946991
1573594343.4217203,64,0.8801940083503723
1573594352.6916077,65,0.8815074563026428
1573594362.1116526,66,0.8827313184738159
1573594371.4772952,67,0.8851940035820007
1573594380.8047557,68,0.8866865634918213
1573594390.3604596,69,0.8878358006477356
1573594401.0775504,70,0.8897164463996887
1573594410.242329,71,0.8908209204673767
1573594419.5786824,72,0.8922985196113586
1573594428.6015153,73,0.8932836055755615
1573594437.794016,74,0.8947462439537048
1573594446.8828719,75,0.8968507647514343
1573594456.3240323,76,0.8987612128257751
1573594465.3725202,77,0.900850772857666
1573594474.5679712,78,0.9036865830421448
1573594483.914342,79,0.9059402942657471
1573594493.0267148,80,0.9096418023109436
1573594502.3456252,81,0.9131044745445251
1573594511.8234844,82,0.9167910218238831
1573594521.1699722,83,0.9210298657417297
1573594530.46485,84,0.9257761240005493
1573594539.8076994,85,0.929223895072937
1573594549.179541,86,0.9333581924438477
1573594558.2580743,87,0.9375074505805969
1573594567.6808436,88,0.9407313466072083
1573594576.840547,89,0.9445223808288574
1573594586.1502435,90,0.9474179148674011
1573594595.333626,91,0.9505373239517212
1573594604.5174139,92,0.952820897102356
1573594613.9965203,93,0.9546418190002441
1573594623.147573,94,0.956865668296814
1573594632.7084188,95,0.9584477543830872
1573594643.4501548,96,0.9601044654846191
1573594652.6249037,97,0.961149275302887
1573594662.0779512,98,0.9626417756080627
1573594671.1669521,99,0.9635074734687805
